,Listing ID,Bedrooms,Bathrooms,Lot Size,House Size,Property Type,Price,Country,Source
2314,l_155790745,,,,,Residential,58795.0,dominican republic,point2homes
2315,l_144899310,7,7 Baths,0.703 ac Lot Size,"('12,647 Sqft', ' sqft')",Residential,3700000.0,dominican republic,point2homes
2316,l_157658017,2,2 Baths,0.034 ac Lot Size,"('1,463.89 Sqft', ' sqft')",Condominium,299000.0,dominican republic,point2homes
2317,l_146704714,3,3 Baths,,"('7,534.74 Sqft', ' sqft')",Residential,880000.0,dominican republic,point2homes
2318,l_144308276,2,2 Baths,,"('1,054.86 Sqft', ' sqft')",Residential,199860.0,dominican republic,point2homes
2319,l_140438676,1,1 Bath,0.022 ac Lot Size,"('949.37 Sqft', ' sqft')",Condominium,233000.0,dominican republic,point2homes
2320,l_155852639,2,2 Baths,,"('2,486.9 Sqft', ' sqft')",Residential,540000.0,dominican republic,point2homes
2321,l_146001036,4,3 Baths,,"('1,657 Sqft', ' sqft')",Residential,263250.0,dominican republic,point2homes
2322,l_126487426,2,2 Baths,,,Residential,177000.0,dominican republic,point2homes
2323,l_138777835,2,2 Baths,,,Residential,196910.0,dominican republic,point2homes
2324,l_155689883,,,,,Residential,229000.0,dominican republic,point2homes
2325,l_158300085,,,1.286 ac Lot Size,,Residential,1171125.0,dominican republic,point2homes
2326,l_144898465,3,3 Baths,0.086 ac Lot Size,"('2,548 Sqft', ' sqft')",Residential,399000.0,dominican republic,point2homes
2327,l_157287709,2,2 Baths,,"('742 Sqft', ' sqft')",Residential,106500.0,dominican republic,point2homes
2328,l_159016287,3,3 Baths,,"('1,772.71 Sqft', ' sqft')",Condominium,390000.0,dominican republic,point2homes
2329,l_157281639,2,2 Baths,,"('1,379 Sqft', ' sqft')",Residential,262000.0,dominican republic,point2homes
2330,l_141288121,2,2 Baths,,"('823 Sqft', ' sqft')",Residential,91876.0,dominican republic,point2homes
2331,l_141677127,2,2 Baths,,"('1,082 Sqft', ' sqft')",Residential,191530.0,dominican republic,point2homes
2332,l_154209696,2,2 Baths,,"('1,351.26 Sqft', ' sqft')",Residential,386880.0,dominican republic,point2homes
2333,l_155259562,3,2 Baths,,"('2,852.46 Sqft', ' sqft')",Residential,354000.0,dominican republic,point2homes
2334,l_160371302,,,91.429 ac Lot Size,,Lots and Land,16669620.0,dominican republic,point2homes
2335,l_132543686,1,1 Bath,,,Residential,190000.0,dominican republic,point2homes
2336,l_134565552,1,1 Bath,,,Residential,222180.0,dominican republic,point2homes
2337,l_126196999,1,1 Bath,,,Residential,89900.0,dominican republic,point2homes
2338,l_124693738,4,3 Baths,,,Residential,274750.0,dominican republic,point2homes
2339,l_154299688,2,2 Baths,,"('1,119 Sqft', ' sqft')",Residential,161200.0,dominican republic,point2homes
2340,l_144899361,2,2 Baths,,"('1,733 Sqft', ' sqft')",Condominium,214000.0,dominican republic,point2homes
2341,l_161077877,3,2 Baths,,"('1,937.5 Sqft', ' sqft')",Residential,259000.0,dominican republic,point2homes
2342,l_152765214,2,2 Baths,0.093 ac Lot Size,"('1,044.1 Sqft', ' sqft')",Residential,226000.0,dominican republic,point2homes
2343,l_144286133,1,1 Bath,,,Residential,189000.0,dominican republic,point2homes
2344,l_154209634,2,2 Baths,,"('1,915 Sqft', ' sqft')",Condominium,295750.0,dominican republic,point2homes
2345,l_160034122,1,2 Baths,,"('982.74 Sqft', ' sqft')",Condominium,380000.0,dominican republic,point2homes
2346,l_158293599,1,1 Bath,,"('933.6 Sqft', ' sqft')",Residential,182217.0,dominican republic,point2homes
2347,l_148651021,1,1 Bath,,"('602.56 Sqft', ' sqft')",Residential,104990.0,dominican republic,point2homes
2348,l_137925268,1,1 Bath,,,Residential,99990.0,dominican republic,point2homes
2349,l_145606225,3,3 Baths,,"('1,604.04 Sqft', ' sqft')",Condominium,495000.0,dominican republic,point2homes
2350,l_144899628,4,4 Baths,,"('5,843 Sqft', ' sqft')",Residential,3300000450.0,dominican republic,point2homes
2351,l_152709569,2,2 Baths,,"('1,345 Sqft', ' sqft')",Condominium,331000.0,dominican republic,point2homes
2352,l_141940472,1,1 Bath,,"('673.82 Sqft', ' sqft')",Condominium,271300.0,dominican republic,point2homes
2353,l_139592870,1,1 Bath,,"('925 Sqft', ' sqft')",Residential,153700.0,dominican republic,point2homes
2354,l_127990782,1,1 Bath,,,Residential,341000.0,dominican republic,point2homes
2355,l_155852631,3,2 Baths,,"('2,495 Sqft', ' sqft')",Residential,485000.0,dominican republic,point2homes
2356,l_157329317,1,2 Baths,,"('1,312 Sqft', ' sqft')",Residential,231322.0,dominican republic,point2homes
2357,l_142685012,1,2 Baths,,"('807.29 Sqft', ' sqft')",Condominium,130000.0,dominican republic,point2homes
2358,l_157721412,1,1 Bath,,"('568 Sqft', ' sqft')",Residential,129899.0,dominican republic,point2homes
2359,l_158295551,3,3 Baths,,"('3,291 Sqft', ' sqft')",Residential,520000.0,dominican republic,point2homes
2360,l_138035261,2,2 Baths,,,Residential,163500.0,dominican republic,point2homes
2361,l_144899258,2,2 Baths,,"('1,453 Sqft', ' sqft')",Condominium,331000.0,dominican republic,point2homes
2362,l_157300944,2,2 Baths,0.029 ac Lot Size,"('1,253.45 Sqft', ' sqft')",Condominium,339000.0,dominican republic,point2homes
2363,l_154255555,3,3 Baths,0.147 ac Lot Size,"('2,066 Sqft', ' sqft')",Residential,375000.0,dominican republic,point2homes
2364,l_148650812,1,1 Bath,,"('367.7 Sqft', ' sqft')",Residential,113000.0,dominican republic,point2homes
2365,l_160078216,2,2 Baths,,,Residential,210000.0,dominican republic,point2homes
2366,l_125984653,1,1 Bath,,,Residential,71900.0,dominican republic,point2homes
2367,l_152773196,1,1 Bath,,"('688.64 Sqft', ' sqft')",Residential,130795.0,dominican republic,point2homes
2368,l_158294274,3,3 Baths,,"('1,764 Sqft', ' sqft')",Residential,325500.0,dominican republic,point2homes
2369,l_153507524,2,2 Baths,,"('925 Sqft', ' sqft')",Residential,118900.0,dominican republic,point2homes
2370,l_146418131,2,2 Baths,,"('2,109.72 Sqft', ' sqft')",Condominium,590000.0,dominican republic,point2homes
2371,l_140098928,3,3 Baths,0.046 ac Lot Size,"('2,024.58 Sqft', ' sqft')",Residential,312920.0,dominican republic,point2homes
2372,l_154405062,3,2 Baths,0.042 ac Lot Size,"('1,377.78 Sqft', ' sqft')",Condominium,410000.0,dominican republic,point2homes
2373,l_146345501,6,6 Baths,0.701 ac Lot Size,"('11,156 Sqft', ' sqft')",Residential,3700000.0,dominican republic,point2homes
2374,l_154209613,2,2 Baths,,"('1,722 Sqft', ' sqft')",Residential,334500.0,dominican republic,point2homes
2375,l_139260166,1,1 Bath,,"('1,312.7 Sqft', ' sqft')",Residential,290000.0,dominican republic,point2homes
2376,l_144899136,1,1 Bath,,"('819.89 Sqft', ' sqft')",Condominium,255875.0,dominican republic,point2homes
2377,l_148260337,1,1 Bath,,"('861 Sqft', ' sqft')",Condominium,23000050.0,dominican republic,point2homes
2378,l_154301114,2,2 Baths,,,Residential,292000.0,dominican republic,point2homes
2379,l_146334312,1,1 Bath,,"('473.44 Sqft', ' sqft')",Condominium,126350.0,dominican republic,point2homes
2380,l_154177154,5,5 Baths,,"('3,681.26 Sqft', ' sqft')",Residential,750000100.0,dominican republic,point2homes
2381,l_148651057,1,1 Bath,,"('753.2 Sqft', ' sqft')",Residential,141650.0,dominican republic,point2homes
2382,l_160371470,2,2 Baths,,"('1,797.57 Sqft', ' sqft')",Residential,170000.0,dominican republic,point2homes
2383,l_156122724,4,6 Baths,,"('7,215.48 Sqft', ' sqft')",Residential,1663000.0,dominican republic,point2homes
2384,l_157294666,2,2 Baths,,"('1,092 Sqft', ' sqft')",Residential,128000.0,dominican republic,point2homes
2385,l_158286609,2,2 Baths,,"('2,432 Sqft', ' sqft')",Condominium,1000000.0,dominican republic,point2homes
2386,l_144305630,2,2 Baths,,"('1,453.14 Sqft', ' sqft')",Residential,329000.0,dominican republic,point2homes
2387,l_155874303,1,1 Bath,,"('681 Sqft', ' sqft')",Residential,239000136.0,dominican republic,point2homes
2388,l_125447236,2,2 Baths,,,Residential,214900.0,dominican republic,point2homes
2389,l_146763981,1,2 Baths,,"('591 Sqft', ' sqft')",Residential,90900.0,dominican republic,point2homes
2390,l_158082410,2,2 Baths,,"('1,011 Sqft', ' sqft')",Condominium,190000.0,dominican republic,point2homes
2391,l_154028512,4,5 Baths,,"('6,477 Sqft', ' sqft')",Residential,1549000.0,dominican republic,point2homes
2392,l_144898447,2,2 Baths,,"('1,092 Sqft', ' sqft')",Condominium,234972.0,dominican republic,point2homes
2393,l_142109577,3,3 Baths,,"('3,012.8 Sqft', ' sqft')",Residential,376674.0,dominican republic,point2homes
2394,l_158296161,2,2 Baths,,"('2,056 Sqft', ' sqft')",Condominium,780000.0,dominican republic,point2homes
2395,l_152705833,1,1 Bath,,"('733 Sqft', ' sqft')",Residential,95000.0,dominican republic,point2homes
2396,l_160012035,3,2 Baths,,"('1,915 Sqft', ' sqft')",Residential,229750.0,dominican republic,point2homes
2397,l_143940046,2,2 Baths,,"('1,871 Sqft', ' sqft')",Condominium,485500.0,dominican republic,point2homes
2398,l_158293388,2,2 Baths,,"('2,146 Sqft', ' sqft')",Residential,429000.0,dominican republic,point2homes
2399,l_137591760,,,0.198 ac Lot Size,,Lots and Land,52000.0,dominican republic,point2homes
2400,l_128101714,2,2 Baths,,,Residential,93000.0,dominican republic,point2homes
2401,l_160741755,2,2 Baths,,"('1,446 Sqft', ' sqft')",Residential,272729.0,dominican republic,point2homes
2402,l_158647177,4,,,"('2,600 Sqft', ' sqft')",Residential,699000.0,dominican republic,point2homes
2403,l_132825528,2,2 Baths,,,Residential,185250.0,dominican republic,point2homes
2404,l_125411591,3,2 Baths,,,Residential,425000.0,dominican republic,point2homes
2405,l_126840771,2,2 Baths,,,Residential,171500.0,dominican republic,point2homes
2406,l_160433285,6,3 Baths,0.252 ac Lot Size,,Residential,275900.0,dominican republic,point2homes
2407,l_157942299,,,,"('2,496 Sqft', ' sqft')",Residential,485000.0,dominican republic,point2homes
2408,l_143887666,2,2 Baths,,"('936.46 Sqft', ' sqft')",Residential,171000.0,dominican republic,point2homes
2409,l_158289186,1,1 Bath,,"('699.3 Sqft', ' sqft')",Residential,146900.0,dominican republic,point2homes
2410,l_140389846,2,2 Baths,,"('893.33 Sqft', ' sqft')",Residential,192500.0,dominican republic,point2homes
2411,l_128365765,3,2 Baths,,,Residential,185000.0,dominican republic,point2homes
2412,l_154405183,1,1 Bath,,"('645 Sqft', ' sqft')",Residential,106811.0,dominican republic,point2homes
2413,l_160805091,1,1 Bath,,"('543.36 Sqft', ' sqft')",Residential,68200.0,dominican republic,point2homes
2414,l_132975630,6,6 Baths,,,Residential,3100000.0,dominican republic,point2homes
2415,l_140220351,1,1 Bath,0.015 ac Lot Size,"('645.8 Sqft', ' sqft')",Residential,137000.0,dominican republic,point2homes
2416,l_144899424,,,0.276 ac Lot Size,,Lots and Land,278000.0,dominican republic,point2homes
2417,l_158292259,1,1 Bath,,"('873.1 Sqft', ' sqft')",Residential,259000.0,dominican republic,point2homes
2418,l_144899163,3,3 Baths,,"('1,550.22 Sqft', ' sqft')",Condominium,245000.0,dominican republic,point2homes
2419,l_128807007,1,1 Bath,,,Residential,137000.0,dominican republic,point2homes
2420,l_157904822,1,1 Bath,,"('872.53 Sqft', ' sqft')",Condominium,200000.0,dominican republic,point2homes
2421,l_142872698,3,3 Baths,,"('2,063.12 Sqft', ' sqft')",Condominium,450000.0,dominican republic,point2homes
2422,l_140098871,1,1 Bath,0.015 ac Lot Size,"('638.4 Sqft', ' sqft')",Condominium,118000.0,dominican republic,point2homes
2423,l_158295175,2,2 Baths,,"('1,614 Sqft', ' sqft')",Condominium,280000.0,dominican republic,point2homes
2424,l_154655440,,,0.66 ac Lot Size,,Lots and Land,267000.0,dominican republic,point2homes
2425,l_158295500,28,28 Baths,,"('19,375.04 Sqft', ' sqft')",Residential,1650000.0,dominican republic,point2homes
2426,l_158291176,5,5 Baths,1.034 ac Lot Size,"('12,916.69 Sqft', ' sqft')",Residential,9875000.0,dominican republic,point2homes
2427,l_154299666,3,2 Baths,0.05 ac Lot Size,"('1,270.14 Sqft', ' sqft')",Residential,207250.0,dominican republic,point2homes
2428,l_145479884,1,1 Bath,,"('1,076 Sqft', ' sqft')",Condominium,304020.0,dominican republic,point2homes
2429,l_125984468,3,2 Baths,,,Residential,177700.0,dominican republic,point2homes
2430,l_158289409,1,1 Bath,,"('595.45 Sqft', ' sqft')",Residential,155000.0,dominican republic,point2homes
2431,l_130670321,6,6 Baths,,,Residential,2600000.0,dominican republic,point2homes
2432,l_150253473,3,3 Baths,,"('2,152 Sqft', ' sqft')",Residential,263485.0,dominican republic,point2homes
2433,l_153127456,1,1 Bath,,"('367.7 Sqft', ' sqft')",Residential,152000.0,dominican republic,point2homes
2434,l_144899102,2,2 Baths,,"('930 Sqft', ' sqft')",Condominium,304000.0,dominican republic,point2homes
2435,l_160938816,,,,"('504 Sqft', ' sqft')",Condominium,167894.0,dominican republic,point2homes
2436,l_139998716,3,2 Baths,,"('1,721.15 Sqft', ' sqft')",Condominium,494999.0,dominican republic,point2homes
2437,l_126840796,3,2 Baths,,,Residential,251500.0,dominican republic,point2homes
2438,l_158292245,2,2 Baths,,"('893.08 Sqft', ' sqft')",Residential,207500.0,dominican republic,point2homes
2439,l_145464650,3,2 Baths,,"('1,637 Sqft', ' sqft')",Residential,165000.0,dominican republic,point2homes
2440,l_153926834,1,2 Baths,,"('760 Sqft', ' sqft')",Residential,176159.0,dominican republic,point2homes
2441,l_144899685,3,3 Baths,12.355 ac Lot Size,"('1,762 Sqft', ' sqft')",Condominium,310000.0,dominican republic,point2homes
2442,l_146763970,2,2 Baths,,"('807 Sqft', ' sqft')",Residential,122700.0,dominican republic,point2homes
2443,l_158291896,1,1 Bath,,"('667.12 Sqft', ' sqft')",Residential,175000.0,dominican republic,point2homes
2444,l_142874755,2,2 Baths,,"('1,280.91 Sqft', ' sqft')",Condominium,215000.0,dominican republic,point2homes
2445,l_146819153,1,1 Bath,,"('807.29 Sqft', ' sqft')",Condominium,195000.0,dominican republic,point2homes
2446,l_145099497,3,2 Baths,,"('1,345 Sqft', ' sqft')",Residential,149900.0,dominican republic,point2homes
2447,l_149247940,2,2 Baths,,"('1,630 Sqft', ' sqft')",Condominium,449000.0,dominican republic,point2homes
2448,l_148651004,3,2 Baths,,"('1,637.6 Sqft', ' sqft')",Residential,159727.0,dominican republic,point2homes
2449,l_148650792,2,2 Baths,,"('1,076 Sqft', ' sqft')",Residential,171000.0,dominican republic,point2homes
2450,l_156723165,1,1 Bath,,"('473.61 Sqft', ' sqft')",Residential,109900.0,dominican republic,point2homes
2451,l_153190510,3,3 Baths,,"('2,533.28 Sqft', ' sqft')",Condominium,485000.0,dominican republic,point2homes
2452,l_144899623,1,1 Bath,,"('765.31 Sqft', ' sqft')",Condominium,190000.0,dominican republic,point2homes
2453,l_158293448,2,2 Baths,,"('1,455.7 Sqft', ' sqft')",Residential,340000.0,dominican republic,point2homes
2454,l_148650875,1,1 Bath,,"('678.42 Sqft', ' sqft')",Residential,138700.0,dominican republic,point2homes
2455,l_141395636,3,2 Baths,,"('1,861 Sqft', ' sqft')",Residential,247000.0,dominican republic,point2homes
2456,l_144898477,2,2 Baths,,"('1,831.59 Sqft', ' sqft')",Condominium,260000.0,dominican republic,point2homes
2457,l_152773246,2,2 Baths,,"('4,445 Sqft', ' sqft')",Condominium,498000.0,dominican republic,point2homes
2458,l_157163778,,,,,Residential,74000.0,dominican republic,point2homes
2459,l_142671101,2,2 Baths,,"('2,146.32 Sqft', ' sqft')",Condominium,399000.0,dominican republic,point2homes
2460,l_158161546,2,2 Baths,0.029 ac Lot Size,"('1,242.16 Sqft', ' sqft')",Condominium,209950.0,dominican republic,point2homes
2461,l_142873571,3,2 Baths,,"('947.22 Sqft', ' sqft')",Condominium,170000.0,dominican republic,point2homes
2462,l_159966173,2,2 Baths,"1,872.92 ac Lot Size","('1,872.92 Sqft', ' sqft')",Condominium,399000.0,dominican republic,point2homes
2463,l_158293812,3,2 Baths,,"('1,987 Sqft', ' sqft')",Condominium,749000.0,dominican republic,point2homes
2464,l_155015070,,,0.572 ac Lot Size,,Lots and Land,650000.0,dominican republic,point2homes
2465,l_160617570,1,1 Bath,,"('484.2 Sqft', ' sqft')",Residential,179900.0,dominican republic,point2homes
2466,l_160372531,2,2 Baths,,"('1,797.57 Sqft', ' sqft')",Residential,160000.0,dominican republic,point2homes
2467,l_158294392,1,2 Baths,,"('893.08 Sqft', ' sqft')",Residential,260000.0,dominican republic,point2homes
2468,l_155854344,1,1 Bath,,"('2,238.27 Sqft', ' sqft')",Residential,355950.0,dominican republic,point2homes
2469,l_152773863,5,5 Baths,0.207 ac Lot Size,"('9,332.31 Sqft', ' sqft')",Residential,1000000200.0,dominican republic,point2homes
2470,l_161175544,,,,,Residential,1800000.0,dominican republic,point2homes
2471,l_159634338,3,3 Baths,,"('2,033 Sqft', ' sqft')",Residential,327500.0,dominican republic,point2homes
2472,l_67660325,6,6 Baths,,,Residential,850000.0,dominican republic,point2homes
2473,l_153190497,4,4 Baths,,"('2,480.22 Sqft', ' sqft')",Condominium,580000.0,dominican republic,point2homes
2474,l_145479920,1,1 Bath,,"('1,083 Sqft', ' sqft')",Condominium,244221.0,dominican republic,point2homes
2475,l_159016333,2,2 Baths,,"('1,273.45 Sqft', ' sqft')",Condominium,305000.0,dominican republic,point2homes
2476,l_158286372,6,6 Baths,,"('11,764.95 Sqft', ' sqft')",Residential,2900000.0,dominican republic,point2homes
2477,l_153127454,1,1 Bath,,"('667.31 Sqft', ' sqft')",Residential,173500.0,dominican republic,point2homes
2478,l_128190459,2,2 Baths,,,Residential,100900.0,dominican republic,point2homes
2479,l_146333505,4,4 Baths,,"('6,069 Sqft', ' sqft')",Condominium,1350000.0,dominican republic,point2homes
2480,l_158300073,4,5 Baths,,"('2,175 Sqft', ' sqft')",Residential,625000.0,dominican republic,point2homes
2481,l_144899739,1,1 Bath,,"('763 Sqft', ' sqft')",Condominium,199710.0,dominican republic,point2homes
2482,l_149857182,2,2 Baths,,"('1,631 Sqft', ' sqft')",Residential,309000.0,dominican republic,point2homes
2483,l_138536642,2,2 Baths,,,Residential,225000.0,dominican republic,point2homes
2484,l_159633284,3,3 Baths,,"('2,098 Sqft', ' sqft')",Residential,289000.0,dominican republic,point2homes
2485,l_157900795,5,5 Baths,0.65 ac Lot Size,"('5,300 Sqft', ' sqft')",Residential,1995000.0,dominican republic,point2homes
2486,l_159222488,3,3 Baths,,"('1,269 Sqft', ' sqft')",Residential,276849.0,dominican republic,point2homes
2487,l_159221019,2,2 Baths,,"('1,076 Sqft', ' sqft')",Residential,213200.0,dominican republic,point2homes
2488,l_146330297,6,7 Baths,0.248 ac Lot Size,"('8,675 Sqft', ' sqft')",Residential,2600000.0,dominican republic,point2homes
2489,l_158288239,1,1 Bath,,"('853.6 Sqft', ' sqft')",Residential,150900.0,dominican republic,point2homes
2490,l_144899615,1,1 Bath,,"('1,083 Sqft', ' sqft')",Condominium,244221.0,dominican republic,point2homes
2491,l_157657889,3,3 Baths,,"('2,041 Sqft', ' sqft')",Residential,320000.0,dominican republic,point2homes
2492,l_133049720,4,4 Baths,,,Residential,380000.0,dominican republic,point2homes
2493,l_155298314,,,,,Lots and Land,188500.0,dominican republic,point2homes
2494,l_134241949,3,3 Baths,,,Residential,240900.0,dominican republic,point2homes
2495,l_137591849,3,2 Baths,,,Residential,285500.0,dominican republic,point2homes
2496,l_148260195,2,2 Baths,,"('2,701 Sqft', ' sqft')",Condominium,560000.0,dominican republic,point2homes
2497,l_153134374,2,2 Baths,,"('1,321.91 Sqft', ' sqft')",Condominium,305000.0,dominican republic,point2homes
2498,l_158287129,2,2 Baths,,"('1,312.72 Sqft', ' sqft')",Residential,330720.0,dominican republic,point2homes
2499,l_148650873,1,1 Bath,,"('595.5 Sqft', ' sqft')",Residential,145900.0,dominican republic,point2homes
2500,l_140152366,1,1 Bath,,"('1,029.14 Sqft', ' sqft')",Condominium,120000.0,dominican republic,point2homes
2501,l_155410328,1,1 Bath,,"('1,205.56 Sqft', ' sqft')",Condominium,221000.0,dominican republic,point2homes
2502,l_159847275,,,,"('1,076.39 Sqft', ' sqft')",Residential,162500.0,dominican republic,point2homes
2503,l_146271912,2,3 Baths,,"('1,959 Sqft', ' sqft')",Condominium,582400.0,dominican republic,point2homes
2504,l_146765158,,,53 ac Lot Size,"('2,349,645 Sqft', ' sqft')",Lots And Land,9823012.0,dominican republic,point2homes
2505,l_159219446,1,1 Bath,,"('538 Sqft', ' sqft')",Residential,106150.0,dominican republic,point2homes
2506,l_155346910,2,2 Baths,,"('764.24 Sqft', ' sqft')",Condominium,131000.0,dominican republic,point2homes
2507,l_142872825,2,2 Baths,,"('968.75 Sqft', ' sqft')",Condominium,210000.0,dominican republic,point2homes
2508,l_138965828,4,4 Baths,,"('11,857 Sqft', ' sqft')",Residential,2900000.0,dominican republic,point2homes
2509,l_152709813,3,3 Baths,,"('1,604.04 Sqft', ' sqft')",Condominium,495000.0,dominican republic,point2homes
2510,l_144999838,1,1 Bath,,,Residential,41500060.0,dominican republic,point2homes
2511,l_154259029,3,3 Baths,,"('2,572.57 Sqft', ' sqft')",Condominium,956000.0,dominican republic,point2homes
2512,l_158290981,2,2 Baths,,"('1,549 Sqft', ' sqft')",Residential,315000.0,dominican republic,point2homes
2513,l_126128828,3,3 Baths,,,Residential,359926.0,dominican republic,point2homes
2514,l_158161471,4,4 Baths,,"('3,229.17 Sqft', ' sqft')",Residential,390000.0,dominican republic,point2homes
2515,l_145430447,1,1 Bath,,"('763 Sqft', ' sqft')",Condominium,199710.0,dominican republic,point2homes
2516,l_148650849,2,2 Baths,,"('1,871 Sqft', ' sqft')",Residential,385000.0,dominican republic,point2homes
2517,l_153609812,3,2 Baths,0.05 ac Lot Size,"('1,270.14 Sqft', ' sqft')",Residential,207250.0,dominican republic,point2homes
2518,l_125088767,3,2 Baths,,,Residential,890000.0,dominican republic,point2homes
2519,l_147128864,1,1 Bath,,"('1,786 Sqft', ' sqft')",Condominium,350000.0,dominican republic,point2homes
2520,l_142870946,1,1 Bath,,"('613 Sqft', ' sqft')",Residential,117000.0,dominican republic,point2homes
2521,l_140221693,2,2 Baths,,"('1,148.84 Sqft', ' sqft')",Residential,375000.0,dominican republic,point2homes
2522,l_158293290,1,1 Bath,,"('872.5 Sqft', ' sqft')",Residential,257975.0,dominican republic,point2homes
2523,l_134926876,3,2 Baths,,"('1,778.2 Sqft', ' sqft')",Condominium,520000.0,dominican republic,point2homes
2524,l_152774936,2,2 Baths,,"('2,701 Sqft', ' sqft')",Condominium,540000.0,dominican republic,point2homes
2525,l_159482954,3,3 Baths,,"('3,067 Sqft', ' sqft')",Condominium,1225000.0,dominican republic,point2homes
2526,l_159016334,3,3 Baths,,"('1,772.71 Sqft', ' sqft')",Condominium,390000.0,dominican republic,point2homes
2527,l_144899319,2,2 Baths,,"('2,077 Sqft', ' sqft')",Condominium,2090000.0,dominican republic,point2homes
2528,l_159081140,2,2 Baths,,,Residential,750000.0,dominican republic,point2homes
2529,l_147696536,2,2 Baths,,"('2,109.72 Sqft', ' sqft')",Condominium,590000.0,dominican republic,point2homes
2530,l_159369090,2,1 Bath,,"('645 Sqft', ' sqft')",Residential,76999.0,dominican republic,point2homes
2531,l_153127494,2,2 Baths,,"('1,936 Sqft', ' sqft')",Residential,24000030.0,dominican republic,point2homes
2532,l_155131237,,,,"('37,673,686.03 Sqft', ' sqft')",Lots and Land,16464980.0,dominican republic,point2homes
2533,l_125134556,1,1 Bath,,,Residential,89600.0,dominican republic,point2homes
2534,l_158297775,9,9 Baths,1.358 ac Lot Size,"('30,444 Sqft', ' sqft')",Residential,13000000.0,dominican republic,point2homes
2535,l_156515447,3,3 Baths,,,Residential,550000.0,dominican republic,point2homes
2536,l_141293702,2,2 Baths,0.028 ac Lot Size,"('1,205.56 Sqft', ' sqft')",Condominium,290000.0,dominican republic,point2homes
2537,l_155798555,3,3 Baths,"5,425 ac Lot Size","('1,959 Sqft', ' sqft')",Residential,350000.0,dominican republic,point2homes
2538,l_158296657,5,5 Baths,0.706 ac Lot Size,"('9,684 Sqft', ' sqft')",Residential,2200000.0,dominican republic,point2homes
2539,l_144898430,2,2 Baths,,"('1,408 Sqft', ' sqft')",Condominium,31283436.2,dominican republic,point2homes
2540,l_142807133,2,2 Baths,,"('1,453.13 Sqft', ' sqft')",Condominium,340000.0,dominican republic,point2homes
2541,l_152911059,5,6 Baths,0.269 ac Lot Size,"('7,967.23 Sqft', ' sqft')",Residential,1800000.0,dominican republic,point2homes
2542,l_160251878,1,1 Bath,,"('710 Sqft', ' sqft')",Residential,108900.0,dominican republic,point2homes
2543,l_128868315,3,2 Baths,,,Residential,197000.0,dominican republic,point2homes
2544,l_144898452,1,1 Bath,,"('1,278 Sqft', ' sqft')",Condominium,278000.0,dominican republic,point2homes
2545,l_155874601,3,2 Baths,,"('2,792 Sqft', ' sqft')",Condominium,855000.0,dominican republic,point2homes
2546,l_148650673,2,3 Baths,,"('2,432.64 Sqft', ' sqft')",Condominium,655840.0,dominican republic,point2homes
2547,l_155797545,3,3 Baths,0.125 ac Lot Size,"('1,959 Sqft', ' sqft')",Residential,350000.0,dominican republic,point2homes
2548,l_159583144,3,3 Baths,,"('1,915 Sqft', ' sqft')",Residential,227250.0,dominican republic,point2homes
2549,l_158299630,2,2 Baths,,"('1,006 Sqft', ' sqft')",Residential,320000.0,dominican republic,point2homes
2550,l_148650688,3,3 Baths,,"('1,614 Sqft', ' sqft')",Residential,180000.0,dominican republic,point2homes
2551,l_161089221,,,,,Residential,15000070.0,dominican republic,point2homes
2552,l_144899626,3,2 Baths,,"('1,978 Sqft', ' sqft')",Condominium,563208.0,dominican republic,point2homes
2553,l_153939574,4,4 Baths,0.148 ac Lot Size,"('3,541.33 Sqft', ' sqft')",Residential,729000.0,dominican republic,point2homes
2554,l_158300412,2,2 Baths,0.048 ac Lot Size,"('1,578.74 Sqft', ' sqft')",Condominium,375000.0,dominican republic,point2homes
2555,l_142875226,3,3 Baths,,"('1,997.78 Sqft', ' sqft')",Condominium,248999.0,dominican republic,point2homes
2556,l_145479248,2,2 Baths,,"('119 Sqft', ' sqft')",Residential,327600.0,dominican republic,point2homes
2557,l_160865379,10,10 Baths,,"('18,438.58 Sqft', ' sqft')",Condominium,5200000.0,dominican republic,point2homes
2558,l_126131608,,,,,Residential,94740.0,dominican republic,point2homes
2559,l_146333492,3,3 Baths,,"('3,548 Sqft', ' sqft')",Condominium,1300000.0,dominican republic,point2homes
2560,l_131663653,1,1 Bath,,,Residential,125970.0,dominican republic,point2homes
2561,l_144396738,,,,,Residential,106500.0,dominican republic,point2homes
2562,l_155915347,1,,,"('38 Sqft', ' sqft')",Residential,90000.0,dominican republic,point2homes
2563,l_155299460,2,2 Baths,,"('763.91 Sqft', ' sqft')",Condominium,230000.0,dominican republic,point2homes
2564,l_158575959,4,4 Baths,0.251 ac Lot Size,,Other,1650000.0,dominican republic,point2homes
2565,l_161237677,1,1 Bath,,"('721.18 Sqft', ' sqft')",Residential,185900.0,dominican republic,point2homes
2566,l_146334144,3,3 Baths,,"('2,745 Sqft', ' sqft')",Condominium,595000.0,dominican republic,point2homes
2567,l_148650779,2,2 Baths,,"('1,474 Sqft', ' sqft')",Residential,306918.0,dominican republic,point2homes
2568,l_153655410,2,2 Baths,,"('2,120 Sqft', ' sqft')",Condominium,990000.0,dominican republic,point2homes
2569,l_140393784,2,2 Baths,0.028 ac Lot Size,"('1,225.79 Sqft', ' sqft')",Condominium,240284.0,dominican republic,point2homes
